index	Ontology	GO id	GO term	value	pval	qval
18001	MF	GO:0048040	UDP-glucuronate decarboxylase activity	1	1.0	1.0
18002	MF	GO:0004757	sepiapterin reductase activity	1	1.0	1.0
18003	MF	GO:0031724	CXCR5 chemokine receptor binding	1	1.0	1.0
18004	MF	GO:0008781	N-acylneuraminate cytidylyltransferase activity	2	1.0	1.0
18005	MF	GO:0140326	ATPase-coupled intramembrane lipid transporter activity	15	1.0	1.0
18006	MF	GO:0032813	tumor necrosis factor receptor superfamily binding	48	1.0	1.0
18007	MF	GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	1	1.0	1.0
18008	MF	GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process	10	1.0	1.0
18009	MF	GO:0061665	SUMO ligase activity	12	1.0	1.0
18010	MF	GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	2	1.0	1.0
18011	MF	GO:0004530	deoxyribonuclease I activity	2	1.0	1.0
18012	MF	GO:0003920	GMP reductase activity	2	1.0	1.0
18013	MF	GO:0030760	pyridine N-methyltransferase activity	1	1.0	1.0
18014	MF	GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	16	1.0	1.0
18015	MF	GO:0031370	eukaryotic initiation factor 4G binding	1	1.0	1.0
18016	MF	GO:1901235	(R)-carnitine transmembrane transporter activity	1	1.0	1.0
18017	MF	GO:0047381	dodecanoyl-[acyl-carrier-protein] hydrolase activity	1	1.0	1.0
18018	MF	GO:0106260	DNA-DNA tethering activity	1	1.0	1.0
18019	MF	GO:0047743	chlordecone reductase activity	1	1.0	1.0
18020	MF	GO:0003987	acetate-CoA ligase activity	3	1.0	1.0
18021	MF	GO:0005307	choline:sodium symporter activity	1	1.0	1.0
18022	MF	GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	6	1.0	1.0
18023	MF	GO:0086062	voltage-gated sodium channel activity involved in Purkinje myocyte action potential	2	1.0	1.0
18024	MF	GO:0070064	proline-rich region binding	15	1.0	1.0
18025	MF	GO:0031800	type 3 metabotropic glutamate receptor binding	2	1.0	1.0
18026	MF	GO:0005347	ATP transmembrane transporter activity	7	1.0	1.0
18027	MF	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	17	1.0	1.0
18028	MF	GO:0031714	C5a anaphylatoxin chemotactic receptor binding	1	1.0	1.0
18029	MF	GO:0042903	tubulin deacetylase activity	2	1.0	1.0
18030	MF	GO:0034212	peptide N-acetyltransferase activity	45	1.0	1.0
18031	MF	GO:0003938	IMP dehydrogenase activity	2	1.0	1.0
18032	MF	GO:0008177	succinate dehydrogenase (ubiquinone) activity	3	1.0	1.0
18033	MF	GO:0005402	carbohydrate:cation symporter activity	3	1.0	1.0
18034	MF	GO:0052656	L-isoleucine transaminase activity	2	1.0	1.0
18035	MF	GO:0048020	CCR chemokine receptor binding	40	1.0	1.0
18036	MF	GO:0140481	ABC-type iron-sulfur cluster transporter activity	1	1.0	1.0
18037	MF	GO:0031731	CCR6 chemokine receptor binding	7	1.0	1.0
18038	MF	GO:0035605	peptidyl-cysteine S-nitrosylase activity	1	1.0	1.0
18039	MF	GO:0019864	IgG binding	8	1.0	1.0
18040	MF	GO:1990409	adrenomedullin binding	2	1.0	1.0
18041	MF	GO:0140657	ATP-dependent activity	394	1.0	1.0
18042	MF	GO:0009374	biotin binding	5	1.0	1.0
18043	MF	GO:0004496	mevalonate kinase activity	1	1.0	1.0
18044	MF	GO:0030247	polysaccharide binding	17	1.0	1.0
18045	MF	GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	1	1.0	1.0
18046	MF	GO:0017188	aspartate N-acetyltransferase activity	1	1.0	1.0
18047	MF	GO:0015174	basic amino acid transmembrane transporter activity	5	1.0	1.0
18048	MF	GO:0004061	arylformamidase activity	1	1.0	1.0
18049	MF	GO:0001221	transcription coregulator binding	100	1.0	1.0
18050	MF	GO:0062183	all-trans retinoic acid 18-hydroxylase activity	2	1.0	1.0
18051	MF	GO:0043682	P-type divalent copper transporter activity	2	1.0	1.0
18052	MF	GO:0019911	structural constituent of myelin sheath	6	1.0	1.0
18053	MF	GO:0090580	phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands	1	1.0	1.0
18054	MF	GO:0043262	adenosine-diphosphatase activity	4	1.0	1.0
18055	MF	GO:0004940	beta1-adrenergic receptor activity	1	1.0	1.0
18056	MF	GO:0004411	homogentisate 1,2-dioxygenase activity	1	1.0	1.0
18057	MF	GO:0042134	rRNA primary transcript binding	3	1.0	1.0
18058	MF	GO:0019909	[pyruvate dehydrogenase (lipoamide)] phosphatase regulator activity	2	1.0	1.0
18059	MF	GO:0031735	CCR10 chemokine receptor binding	3	1.0	1.0
18060	MF	GO:0008426	protein kinase C inhibitor activity	3	1.0	1.0
18061	MF	GO:0016860	intramolecular oxidoreductase activity	42	1.0	1.0
18062	MF	GO:0033779	5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase activity	1	1.0	1.0
18063	MF	GO:0004727	prenylated protein tyrosine phosphatase activity	1	1.0	1.0
18064	MF	GO:0030172	troponin C binding	3	1.0	1.0
18065	MF	GO:0061628	H3K27me3 modified histone binding	3	1.0	1.0
18066	MF	GO:0035473	lipase binding	6	1.0	1.0
18067	MF	GO:0052814	medium-chain-aldehyde dehydrogenase activity	1	1.0	1.0
18068	MF	GO:0008641	ubiquitin-like modifier activating enzyme activity	10	1.0	1.0
18069	MF	GO:0052826	inositol hexakisphosphate 2-phosphatase activity	1	1.0	1.0
18070	MF	GO:0004532	exoribonuclease activity	33	1.0	1.0
18071	MF	GO:0140315	iron ion sequestering activity	2	1.0	1.0
18072	MF	GO:0004610	phosphoacetylglucosamine mutase activity	1	1.0	1.0
18073	MF	GO:0009679	hexose:proton symporter activity	1	1.0	1.0
18074	MF	GO:0140337	diacylglyceride transfer activity	1	1.0	1.0
18075	MF	GO:0097382	deoxynucleoside-diphosphatase activity	1	1.0	1.0
18076	MF	GO:0008083	growth factor activity	136	1.0	1.0
18077	MF	GO:0016433	rRNA (adenine) methyltransferase activity	5	1.0	1.0
18078	MF	GO:0070052	collagen V binding	2	1.0	1.0
18079	MF	GO:0042296	ISG15 transferase activity	4	1.0	1.0
18080	MF	GO:0043138	3'-5' DNA helicase activity	12	1.0	1.0
18081	MF	GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	1	1.0	1.0
18082	MF	GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding	5	1.0	1.0
18083	MF	GO:0043539	protein serine/threonine kinase activator activity	51	1.0	1.0
18084	MF	GO:0004931	extracellularly ATP-gated cation channel activity	7	1.0	1.0
18085	MF	GO:1904768	all-trans-retinol binding	1	1.0	1.0
18086	MF	GO:0017178	diphthine-ammonia ligase activity	1	1.0	1.0
18087	MF	GO:0015056	corticotrophin-releasing factor receptor activity	1	1.0	1.0
18088	MF	GO:0008137	NADH dehydrogenase (ubiquinone) activity	41	1.0	1.0
18089	MF	GO:0004919	interleukin-9 receptor activity	1	1.0	1.0
18090	MF	GO:0015247	aminophospholipid flippase activity	4	1.0	1.0
18091	MF	GO:0035241	protein-arginine omega-N monomethyltransferase activity	4	1.0	1.0
18092	MF	GO:0016997	alpha-sialidase activity	4	1.0	1.0
18093	MF	GO:0016964	alpha-2 macroglobulin receptor activity	1	1.0	1.0
18094	MF	GO:0099038	ceramide floppase activity	2	1.0	1.0
18095	MF	GO:0090600	alpha-1,3-glucosidase activity	1	1.0	1.0
18096	MF	GO:0015086	cadmium ion transmembrane transporter activity	2	1.0	1.0
18097	MF	GO:0045309	protein phosphorylated amino acid binding	48	1.0	1.0
18098	MF	GO:0031732	CCR7 chemokine receptor binding	2	1.0	1.0
18099	MF	GO:0035373	chondroitin sulfate proteoglycan binding	2	1.0	1.0
18100	MF	GO:0043560	insulin receptor substrate binding	12	1.0	1.0
18101	MF	GO:0005251	delayed rectifier potassium channel activity	27	1.0	1.0
18102	MF	GO:0016642	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor	1	1.0	1.0
18103	MF	GO:0004614	phosphoglucomutase activity	2	1.0	1.0
18104	MF	GO:0008391	arachidonic acid monooxygenase activity	16	1.0	1.0
18105	MF	GO:0004322	ferroxidase activity	4	1.0	1.0
18106	MF	GO:0004842	ubiquitin-protein transferase activity	320	1.0	1.0
18107	MF	GO:0016774	phosphotransferase activity, carboxyl group as acceptor	3	1.0	1.0
18108	MF	GO:0005332	gamma-aminobutyric acid:sodium symporter activity	2	1.0	1.0
18109	MF	GO:0004462	lactoylglutathione lyase activity	1	1.0	1.0
18110	MF	GO:0030957	Tat protein binding	8	1.0	1.0
18111	MF	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	1	1.0	1.0
18112	MF	GO:0008240	tripeptidyl-peptidase activity	1	1.0	1.0
18113	MF	GO:0015187	glycine transmembrane transporter activity	4	1.0	1.0
18114	MF	GO:0016415	octanoyltransferase activity	3	1.0	1.0
18115	MF	GO:0001094	TFIID-class transcription factor complex binding	9	1.0	1.0
18116	MF	GO:0019707	protein-cysteine S-acyltransferase activity	7	1.0	1.0
18117	MF	GO:0031737	CX3C chemokine receptor binding	3	1.0	1.0
18118	MF	GO:0015450	protein-transporting ATPase activity	1	1.0	1.0
18119	MF	GO:0034979	NAD-dependent protein deacetylase activity	5	1.0	1.0
18120	MF	GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding	7	1.0	1.0
18121	MF	GO:0001791	IgM binding	2	1.0	1.0
18122	MF	GO:0070325	lipoprotein particle receptor binding	24	1.0	1.0
18123	MF	GO:1902945	metalloendopeptidase activity involved in amyloid precursor protein catabolic process	3	1.0	1.0
18124	MF	GO:0052894	norspermine:oxygen oxidoreductase activity	1	1.0	1.0
18125	MF	GO:0032405	MutLalpha complex binding	5	1.0	1.0
18126	MF	GO:0005168	neurotrophin TRKA receptor binding	6	1.0	1.0
18127	MF	GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity	3	1.0	1.0
18128	MF	GO:0035804	structural constituent of egg coat	4	1.0	1.0
18129	MF	GO:0005096	GTPase activator activity	368	1.0	1.0
18130	MF	GO:0003680	minor groove of adenine-thymine-rich DNA binding	10	1.0	1.0
18131	MF	GO:0031780	corticotropin hormone receptor binding	2	1.0	1.0
18132	MF	GO:0001604	urotensin II receptor activity	2	1.0	1.0
18133	MF	GO:0018773	acetylpyruvate hydrolase activity	1	1.0	1.0
18134	MF	GO:0004134	4-alpha-glucanotransferase activity	1	1.0	1.0
18135	MF	GO:0034185	apolipoprotein binding	16	1.0	1.0
18136	MF	GO:0031765	type 2 galanin receptor binding	1	1.0	1.0
18137	MF	GO:0015144	carbohydrate transmembrane transporter activity	14	1.0	1.0
18138	MF	GO:0001042	RNA polymerase I core binding	2	1.0	1.0
18139	MF	GO:0008929	methylglyoxal synthase activity	1	1.0	1.0
18140	MF	GO:0035870	dITP diphosphatase activity	2	1.0	1.0
18141	MF	GO:0018676	(S)-limonene 7-monooxygenase activity	2	1.0	1.0
18142	MF	GO:0047378	acetylalkylglycerol acetylhydrolase activity	1	1.0	1.0
18143	MF	GO:0004364	glutathione transferase activity	23	1.0	1.0
18144	MF	GO:0008823	cupric reductase activity	1	1.0	1.0
18145	MF	GO:0003943	N-acetylgalactosamine-4-sulfatase activity	2	1.0	1.0
18146	MF	GO:0043993	histone acetyltransferase activity (H3-K18 specific)	1	1.0	1.0
18147	MF	GO:0047800	cysteamine dioxygenase activity	1	1.0	1.0
18148	MF	GO:0019001	guanyl nucleotide binding	324	1.0	1.0
18149	MF	GO:0022853	active ion transmembrane transporter activity	134	1.0	1.0
18150	MF	GO:0050200	plasmalogen synthase activity	2	1.0	1.0
18151	MF	GO:0033791	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity	1	1.0	1.0
18152	MF	GO:0004952	dopamine neurotransmitter receptor activity	5	1.0	1.0
18153	MF	GO:0010856	adenylate cyclase activator activity	4	1.0	1.0
18154	MF	GO:0015157	oligosaccharide transmembrane transporter activity	1	1.0	1.0
18155	MF	GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	1	1.0	1.0
18156	MF	GO:0016971	flavin-linked sulfhydryl oxidase activity	2	1.0	1.0
18157	MF	GO:0047117	enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity	1	1.0	1.0
18158	MF	GO:0004561	alpha-N-acetylglucosaminidase activity	1	1.0	1.0
18159	MF	GO:0045236	CXCR chemokine receptor binding	17	1.0	1.0
18160	MF	GO:0016494	C-X-C chemokine receptor activity	7	1.0	1.0
18161	MF	GO:0005298	proline:sodium symporter activity	1	1.0	1.0
18162	MF	GO:0015432	ABC-type bile acid transporter activity	2	1.0	1.0
18163	MF	GO:0070012	oligopeptidase activity	1	1.0	1.0
18164	MF	GO:0000048	peptidyltransferase activity	2	1.0	1.0
18165	MF	GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives	1	1.0	1.0
18166	MF	GO:0008392	arachidonic acid epoxygenase activity	14	1.0	1.0
18167	MF	GO:0022884	macromolecule transmembrane transporter activity	25	1.0	1.0
18168	MF	GO:0003887	DNA-directed DNA polymerase activity	24	1.0	1.0
18169	MF	GO:0008545	JUN kinase kinase activity	2	1.0	1.0
18170	MF	GO:0005049	nuclear export signal receptor activity	11	1.0	1.0
18171	MF	GO:0070644	vitamin D response element binding	3	1.0	1.0
18172	MF	GO:0070539	linoleic acid binding	1	1.0	1.0
18173	MF	GO:0004946	bombesin receptor activity	2	1.0	1.0
18174	MF	GO:0102200	N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity	1	1.0	1.0
18175	MF	GO:0050046	delta7-sterol 5(6)-desaturase activity	1	1.0	1.0
18176	MF	GO:0001618	virus receptor activity	71	1.0	1.0
18177	MF	GO:0140587	chromatin loop anchoring activity	1	1.0	1.0
18178	MF	GO:0008265	Mo-molybdopterin cofactor sulfurase activity	1	1.0	1.0
18179	MF	GO:0016505	peptidase activator activity involved in apoptotic process	21	1.0	1.0
18180	MF	GO:0051139	metal ion:proton antiporter activity	4	1.0	1.0
18181	MF	GO:0120319	long-chain fatty acid omega-1 hydroxylase activity	3	1.0	1.0
18182	MF	GO:0008897	holo-[acyl-carrier-protein] synthase activity	1	1.0	1.0
18183	MF	GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	10	1.0	1.0
18184	MF	GO:0016794	diphosphoric monoester hydrolase activity	1	1.0	1.0
18185	MF	GO:0030107	HLA-A specific inhibitory MHC class I receptor activity	1	1.0	1.0
18186	MF	GO:0004704	NF-kappaB-inducing kinase activity	6	1.0	1.0
18187	MF	GO:0008890	glycine C-acetyltransferase activity	1	1.0	1.0
18188	MF	GO:0008483	transaminase activity	22	1.0	1.0
18189	MF	GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	1	1.0	1.0
18190	MF	GO:0097602	cullin family protein binding	18	1.0	1.0
18191	MF	GO:0047833	D-sorbitol dehydrogenase (acceptor) activity	1	1.0	1.0
18192	MF	GO:0036130	prostaglandin H2 endoperoxidase reductase activity	2	1.0	1.0
18193	MF	GO:0047012	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	1	1.0	1.0
18194	MF	GO:0004572	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity	2	1.0	1.0
18195	MF	GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	2	1.0	1.0
18196	MF	GO:0023026	MHC class II protein complex binding	23	1.0	1.0
18197	MF	GO:0099095	ligand-gated anion channel activity	16	1.0	1.0
18198	MF	GO:0070123	transforming growth factor beta receptor activity, type III	1	1.0	1.0
18199	MF	GO:0005520	insulin-like growth factor binding	15	1.0	1.0
18200	MF	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	1	1.0	1.0
18201	MF	GO:0016497	substance K receptor activity	1	1.0	1.0
18202	MF	GO:0000774	adenyl-nucleotide exchange factor activity	14	1.0	1.0
18203	MF	GO:0036009	protein-glutamine N-methyltransferase activity	3	1.0	1.0
18204	MF	GO:0008135	translation factor activity, RNA binding	76	1.0	1.0
18205	MF	GO:0016773	phosphotransferase activity, alcohol group as acceptor	534	1.0	1.0
18206	MF	GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	34	1.0	1.0
18207	MF	GO:0008266	poly(U) RNA binding	19	1.0	1.0
18208	MF	GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	22	1.0	1.0
18209	MF	GO:0051022	Rho GDP-dissociation inhibitor binding	3	1.0	1.0
18210	MF	GO:0017080	sodium channel regulator activity	30	1.0	1.0
18211	MF	GO:0140065	peptide butyryltransferase activity	2	1.0	1.0
18212	MF	GO:0031208	POZ domain binding	1	1.0	1.0
18213	MF	GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity	2	1.0	1.0
18214	MF	GO:0106328	acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	1	1.0	1.0
18215	MF	GO:0015175	neutral amino acid transmembrane transporter activity	15	1.0	1.0
18216	MF	GO:0097108	hedgehog family protein binding	3	1.0	1.0
18217	MF	GO:0140360	cyclic-GMP-AMP transmembrane transporter activity	2	1.0	1.0
18218	MF	GO:0004458	D-lactate dehydrogenase (cytochrome) activity	1	1.0	1.0
18219	MF	GO:0016231	beta-N-acetylglucosaminidase activity	1	1.0	1.0
18220	MF	GO:0048403	brain-derived neurotrophic factor binding	3	1.0	1.0
18221	MF	GO:0008523	sodium-dependent multivitamin transmembrane transporter activity	1	1.0	1.0
18222	MF	GO:0016436	rRNA (uridine) methyltransferase activity	3	1.0	1.0
18223	MF	GO:0120227	acyl-CoA binding	14	1.0	1.0
18224	MF	GO:0017110	nucleoside-diphosphatase activity	13	1.0	1.0
18225	MF	GO:0005138	interleukin-6 receptor binding	6	1.0	1.0
18226	MF	GO:0051019	mitogen-activated protein kinase binding	25	1.0	1.0
18227	MF	GO:0001621	G protein-coupled ADP receptor activity	3	1.0	1.0
18228	MF	GO:0008721	D-serine ammonia-lyase activity	1	1.0	1.0
18229	MF	GO:0106346	snRNA methyltransferase activity	1	1.0	1.0
18230	MF	GO:0016423	tRNA (guanine) methyltransferase activity	7	1.0	1.0
18231	MF	GO:0019769	low-affinity IgE receptor activity	1	1.0	1.0
18232	MF	GO:0004180	carboxypeptidase activity	19	1.0	1.0
18233	MF	GO:0016838	carbon-oxygen lyase activity, acting on phosphates	3	1.0	1.0
18234	MF	GO:0004320	oleoyl-[acyl-carrier-protein] hydrolase activity	2	1.0	1.0
18235	MF	GO:0004993	G protein-coupled serotonin receptor activity	22	1.0	1.0
18236	MF	GO:0016426	tRNA (adenine) methyltransferase activity	3	1.0	1.0
18237	MF	GO:0031072	heat shock protein binding	105	1.0	1.0
18238	MF	GO:0045130	keratan sulfotransferase activity	2	1.0	1.0
18239	MF	GO:0052828	inositol-3,4-bisphosphate 4-phosphatase activity	2	1.0	1.0
18240	MF	GO:0043849	Ras palmitoyltransferase activity	1	1.0	1.0
18241	MF	GO:0045159	myosin II binding	8	1.0	1.0
18242	MF	GO:0035410	dihydrotestosterone 17-beta-dehydrogenase activity	4	1.0	1.0
18243	MF	GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	1	1.0	1.0
18244	MF	GO:0043139	5'-3' DNA helicase activity	7	1.0	1.0
18245	MF	GO:0005146	leukemia inhibitory factor receptor binding	2	1.0	1.0
18246	MF	GO:0005346	purine ribonucleotide transmembrane transporter activity	11	1.0	1.0
18247	MF	GO:0015467	G-protein activated inward rectifier potassium channel activity	4	1.0	1.0
18248	MF	GO:1990931	RNA N6-methyladenosine dioxygenase activity	2	1.0	1.0
18249	MF	GO:0004733	pyridoxamine-phosphate oxidase activity	1	1.0	1.0
18250	MF	GO:0004145	diamine N-acetyltransferase activity	3	1.0	1.0
18251	MF	GO:0019203	carbohydrate phosphatase activity	10	1.0	1.0
18252	MF	GO:0031404	chloride ion binding	11	1.0	1.0
18253	MF	GO:0032142	single guanine insertion binding	3	1.0	1.0
18254	MF	GO:0048039	ubiquinone binding	4	1.0	1.0
18255	MF	GO:0034237	protein kinase A regulatory subunit binding	17	1.0	1.0
18256	MF	GO:0030983	mismatched DNA binding	14	1.0	1.0
18257	MF	GO:0043727	5-amino-4-imidazole carboxylate lyase activity	1	1.0	1.0
18258	MF	GO:0030545	signaling receptor regulator activity	450	1.0	1.0
18259	MF	GO:0010181	FMN binding	13	1.0	1.0
18260	MF	GO:0003844	1,4-alpha-glucan branching enzyme activity	1	1.0	1.0
18261	MF	GO:0031530	gonadotropin-releasing hormone receptor binding	2	1.0	1.0
18262	MF	GO:0042393	histone binding	177	1.0	1.0
18263	MF	GO:0033041	sweet taste receptor activity	2	1.0	1.0
18264	MF	GO:0004642	phosphoribosylformylglycinamidine synthase activity	1	1.0	1.0
18265	MF	GO:0106245	L-serine-phosphatidylethanolamine phosphatidyltransferase activity	2	1.0	1.0
18266	MF	GO:0008079	translation termination factor activity	6	1.0	1.0
18267	MF	GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	1	1.0	1.0
18268	MF	GO:0051015	actin filament binding	143	1.0	1.0
18269	MF	GO:0015254	glycerol channel activity	2	1.0	1.0
18270	MF	GO:0036313	phosphatidylinositol 3-kinase catalytic subunit binding	1	1.0	1.0
18271	MF	GO:0003697	single-stranded DNA binding	105	1.0	1.0
18272	MF	GO:0050080	malonyl-CoA decarboxylase activity	1	1.0	1.0
18273	MF	GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity	2	1.0	1.0
18274	MF	GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	2	1.0	1.0
18275	MF	GO:1902271	D3 vitamins binding	3	1.0	1.0
18276	MF	GO:0046812	host cell surface binding	1	1.0	1.0
18277	MF	GO:0034452	dynactin binding	10	1.0	1.0
18278	MF	GO:0030943	mitochondrion targeting sequence binding	4	1.0	1.0
18279	MF	GO:0097643	amylin receptor activity	4	1.0	1.0
18280	MF	GO:0042284	sphingolipid delta-4 desaturase activity	2	1.0	1.0
18281	MF	GO:0004526	ribonuclease P activity	10	1.0	1.0
18282	MF	GO:0070337	3'-flap-structured DNA binding	1	1.0	1.0
18283	MF	GO:0015225	biotin transmembrane transporter activity	3	1.0	1.0
18284	MF	GO:1904928	coreceptor activity involved in canonical Wnt signaling pathway	3	1.0	1.0
18285	MF	GO:1990984	tRNA demethylase activity	2	1.0	1.0
18286	MF	GO:0047787	delta4-3-oxosteroid 5beta-reductase activity	2	1.0	1.0
18287	MF	GO:0008192	RNA guanylyltransferase activity	1	1.0	1.0
18288	MF	GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	1	1.0	1.0
18289	MF	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	837	1.0	1.0
